id,team,super_awake_arr,show_hero
486,2050:1:5:2|2035:0:2|2039:0:5|2025:0:4|2054:0:4|2053:0:2|1001:0:34|2016:0:5|2037:0:5|2049:1:4:1|2032:0:5|2047:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
487,2039:1:5:5|1001:0:37|2054:1:5:5|2050:1:5:5|2016:0:5|2049:1:5:5|2025:0:5|2047:1:5:5|2055:1:5:5|2053:0:5|2037:1:5:5|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
488,2035:0:5|2025:0:5|2016:0:5|2047:1:5:5|1001:0:36|2037:1:5:5|2050:1:5:5|2054:1:5:5|2053:1:5:5|2049:1:5:3|2048:0:5|2039:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
489,2054:1:5:5|1001:0:35|2050:1:5:1|2047:1:5:5|2025:0:5|2016:0:5|2035:0:5|2032:0:5|2031:0:5|2037:1:5:5|2039:1:5:5|2048:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
490,1001:0:32|2037:1:5:5|2039:1:5:5|2047:1:5:5|2049:1:5:5|2050:0:5|2053:1:5:5|2012:0:5|2016:0:5|2025:0:5|2031:0:5|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,2
491,2032:0:5|2054:1:5:5|2031:0:5|2049:1:5:5|2025:0:5|2053:0:5|2068:1:5:5|1001:0:36|2037:1:5:5|2050:1:5:5|2047:1:5:5|2039:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
492,2053:1:5:5|2056:1:5:1|2068:1:5:5|2039:1:5:5|2049:1:5:5|2050:1:5:5|2060:1:5:5|2057:1:5:1|1001:0:38|2063:1:5:5|2047:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
493,1001:0:38|2050:1:5:5|2068:1:5:5|2063:1:5:5|2053:1:5:5|2056:1:5:1|2047:1:5:5|2037:1:5:5|2055:1:5:5|2057:1:5:1|2039:1:5:5|2049:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
494,2063:1:5:5|1001:0:38|2068:1:5:5|2047:1:5:5|2056:1:5:1|2055:1:5:5|2053:1:5:5|2050:1:5:5|2039:1:5:5|2057:1:5:1|2049:1:5:5|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
495,2063:1:5:5|2068:1:5:5|2047:1:5:5|2056:1:5:5|2050:1:5:5|2039:1:5:5|2053:1:5:5|2055:1:5:5|2049:1:5:5|2057:1:5:1|1001:0:38|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
496,2049:1:5:5|2037:1:5:5|2016:0:5|2012:0:5|2047:1:5:5|2035:0:5|2031:0:5|2050:1:5:5|2039:1:5:5|1001:0:37|2032:0:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
497,2051:1:5:5|2049:1:5:5|2047:1:5:5|1001:0:38|2050:1:5:5|2055:1:5:5|2057:1:5:5|2054:1:5:5|2063:1:5:5|2039:1:5:5|2037:1:5:5|2053:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
498,2051:1:5:5|2057:1:5:5|2063:1:5:5|2039:1:5:5|2047:1:5:5|1001:0:38|2054:1:5:5|2037:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
499,2047:1:5:5|1001:0:38|2057:1:5:5|2049:1:5:5|2039:1:5:5|2037:1:5:5|2063:1:5:5|2055:1:5:5|2054:1:5:5|2050:1:5:5|2053:1:5:5|2051:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
500,2039:1:5:5|2047:1:5:5|2063:1:4:5|2057:1:5:5|2037:1:5:5|2051:1:5:5|1001:0:38|2054:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
501,2049:1:5:5|2053:1:5:5|2050:1:5:5|2039:1:5:5|2037:1:5:5|2047:1:5:5|1001:0:38|2054:1:5:5|2051:1:5:5|2057:1:5:5|2063:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
502,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
503,2039:1:5:5|2050:1:5:5|2068:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
504,2055:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
505,2047:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
506,2050:1:5:5|2039:1:5:5|2055:1:5:5|2063:1:5:5|2049:1:5:5|2053:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
507,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
508,2068:1:5:5|2039:1:5:5|2053:1:5:5|2049:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
509,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
510,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2050:1:5:5|2047:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
511,2050:1:5:5|2039:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
512,2050:1:5:5|2039:1:5:5|2063:1:5:5|2068:1:5:5|2053:1:5:5|2049:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
513,2039:1:5:5|2049:1:5:5|2053:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
514,2039:1:5:5|2050:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
515,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2037:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2068:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
516,2039:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
517,2063:1:5:5|2039:1:5:5|2068:1:5:5|2049:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
518,2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
519,2047:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
520,2039:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
521,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2053:1:5:5|2050:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
522,2050:1:5:5|2063:1:5:5|2039:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
523,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2063:1:5:5|2068:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
524,2047:1:5:5|2053:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
525,2039:1:5:5|2047:1:5:5|2063:1:5:5|2057:1:5:5|2037:1:5:5|2051:1:5:5|1001:0:38|2054:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
526,2039:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
527,2049:1:5:5|2053:1:5:5|2050:1:5:5|2039:1:5:5|2037:1:5:5|2047:1:5:5|1001:0:38|2054:1:5:5|2051:1:5:5|2057:1:5:5|2063:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
528,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
529,2039:1:5:5|2050:1:5:5|2068:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
530,2055:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
531,2047:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
532,2050:1:5:5|2039:1:5:5|2055:1:5:5|2063:1:5:5|2049:1:5:5|2053:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
533,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
534,2068:1:5:5|2039:1:5:5|2053:1:5:5|2049:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
535,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
536,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2050:1:5:5|2047:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
537,2050:1:5:5|2039:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
538,2050:1:5:5|2039:1:5:5|2063:1:5:5|2068:1:5:5|2053:1:5:5|2049:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
539,2039:1:5:5|2049:1:5:5|2053:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
540,2039:1:5:5|2050:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,2
541,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2037:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2068:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
542,2039:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
543,2063:1:5:5|2039:1:5:5|2068:1:5:5|2049:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
544,2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
545,2047:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
546,2039:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
547,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2053:1:5:5|2050:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
548,2050:1:5:5|2063:1:5:5|2039:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
549,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2063:1:5:5|2068:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
550,2047:1:5:5|2053:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,2
551,2039:1:5:5|2047:1:5:5|2063:1:5:5|2057:1:5:5|2037:1:5:5|2051:1:5:5|1001:0:38|2054:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
552,2039:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
553,2049:1:5:5|2053:1:5:5|2050:1:5:5|2039:1:5:5|2037:1:5:5|2047:1:5:5|1001:0:38|2054:1:5:5|2051:1:5:5|2057:1:5:5|2063:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
554,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
555,2039:1:5:5|2050:1:5:5|2068:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
556,2055:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
557,2047:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
558,2050:1:5:5|2039:1:5:5|2055:1:5:5|2063:1:5:5|2049:1:5:5|2053:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
559,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
560,2068:1:5:5|2039:1:5:5|2053:1:5:5|2049:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,2
561,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
562,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2050:1:5:5|2047:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
563,2050:1:5:5|2039:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
564,2050:1:5:5|2039:1:5:5|2063:1:5:5|2068:1:5:5|2053:1:5:5|2049:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
565,2039:1:5:5|2049:1:5:5|2053:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
566,2039:1:5:5|2050:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
567,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2037:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2068:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
568,2039:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
569,2063:1:5:5|2039:1:5:5|2068:1:5:5|2049:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
570,2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,2
571,2047:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2053:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
572,2039:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2068:1:5:5|2049:1:5:5|2050:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5|2063:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
573,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2053:1:5:5|2050:1:5:5|2055:1:5:5|1001:0:38|2051:1:5:5|2047:1:5:5|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
574,2050:1:5:5|2063:1:5:5|2039:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
575,2047:1:5:5|2039:1:5:5|2050:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2063:1:5:5|2068:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
576,2047:1:5:5|2053:1:5:5|2068:1:5:5|2039:1:5:5|2049:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
577,2039:1:5:5|2047:1:5:5|2063:1:5:5|2057:1:5:5|2037:1:5:5|2051:1:5:5|1001:0:38|2054:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
578,2039:1:5:5|2053:1:5:5|2049:1:5:5|2050:1:5:5|2063:1:5:5|2055:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
579,2049:1:5:5|2053:1:5:5|2050:1:5:5|2039:1:5:5|2037:1:5:5|2047:1:5:5|1001:0:38|2054:1:5:5|2051:1:5:5|2057:1:5:5|2063:1:5:5|2055:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
580,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,2
581,2039:1:5:5|2050:1:5:5|2068:1:5:5|2049:1:5:5|2053:1:5:5|2047:1:5:5|2055:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
582,2055:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2047:1:5:5|2050:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
583,2047:1:5:5|2039:1:5:5|2068:1:5:5|2063:1:5:5|2049:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2054:1:5:5|2056:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
584,2050:1:5:5|2039:1:5:5|2055:1:5:5|2063:1:5:5|2049:1:5:5|2053:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
585,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
586,2068:1:5:5|2039:1:5:5|2053:1:5:5|2049:1:5:5|2047:1:5:5|2055:1:5:5|2050:1:5:5|2037:1:5:5|2063:1:5:5|2057:1:5:5|2054:1:5:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
587,2039:1:5:5|2068:1:5:5|2049:1:5:5|2063:1:5:5|2047:1:5:5|2057:1:5:5|2050:1:5:5|2055:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
588,2039:1:5:5|2049:1:5:5|2068:1:5:5|2063:1:5:5|2055:1:5:5|2057:1:5:5|2050:1:5:5|2047:1:5:5|2056:1:5:5|2054:1:5:5|1001:0:38|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
589,2050:1:5:5|2039:1:5:5|2063:1:5:5|2055:1:5:5|2053:1:5:5|2049:1:5:5|2068:1:5:5|2047:1:5:5|2051:1:5:5|1001:0:38|2037:1:5:5|2054:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
