layer,reward,reward_first,normal_monster_npc_id_list,multi_npc_id_list_array[0],multi_npc_id_list_array[1],max_round,desc
772,1:1:150000,1:1:41000|1:4:10,3772|3772|3772|3772|3772|3772,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
773,1:1:150000,1:1:41000|1:4:10,3773|3773|3773|3773|3773|3773,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
774,1:1:150000,1:1:41000|1:4:10,3774|3774|3774|3774|3774|3774,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
775,1:1:150000,1:1:41000|1:4:10,3775|3775|3775|3775|3775|3775,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
776,1:1:150000,1:1:41000|1:4:10,3776|3776|3776|3776|3776|3776,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
777,1:1:150000,1:1:41000|1:4:10,3777|3777|3777|3777|3777|3777,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
778,1:1:150000,1:1:41000|1:4:10,3778|3778|3778|3778|3778|3778,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
779,1:1:150000,1:1:41000|1:4:10,3779|3779|3779|3779|3779|3779,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
780,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3780|3780|3780|3780|3780|3780,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
781,1:1:150000,1:1:41000|1:4:10,3781|3781|3781|3781|3781|3781,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
782,1:1:150000,1:1:41000|1:4:10,3782|3782|3782|3782|3782|3782,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
783,1:1:150000,1:1:41000|1:4:10,3783|3783|3783|3783|3783|3783,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
784,1:1:150000,1:1:41000|1:4:10,3784|3784|3784|3784|3784|3784,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
785,1:1:150000,1:1:41000|1:4:10,3785|3785|3785|3785|3785|3785,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
786,1:1:150000,1:1:41000|1:4:10,3786|3786|3786|3786|3786|3786,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
787,1:1:150000,1:1:41000|1:4:10,3787|3787|3787|3787|3787|3787,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
788,1:1:150000,1:1:41000|1:4:10,3788|3788|3788|3788|3788|3788,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
789,1:1:150000,1:1:41000|1:4:10,3789|3789|3789|3789|3789|3789,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
790,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3790|3790|3790|3790|3790|3790,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
791,1:1:150000,1:1:41000|1:4:10,3791|3791|3791|3791|3791|3791,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
792,1:1:150000,1:1:41000|1:4:10,3792|3792|3792|3792|3792|3792,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
793,1:1:150000,1:1:41000|1:4:10,3793|3793|3793|3793|3793|3793,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
794,1:1:150000,1:1:41000|1:4:10,3794|3794|3794|3794|3794|3794,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
795,1:1:150000,1:1:41000|1:4:10,3795|3795|3795|3795|3795|3795,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
796,1:1:150000,1:1:41000|1:4:10,3796|3796|3796|3796|3796|3796,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
797,1:1:150000,1:1:41000|1:4:10,3797|3797|3797|3797|3797|3797,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
798,1:1:150000,1:1:41000|1:4:10,3798|3798|3798|3798|3798|3798,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
799,1:1:150000,1:1:41000|1:4:10,3799|3799|3799|3799|3799|3799,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
800,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3800|3800|3800|3800|3800|3800,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
801,1:1:150000,1:1:41000|1:4:10,3801|3801|3801|3801|3801|3801,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
802,1:1:150000,1:1:41000|1:4:10,3802|3802|3802|3802|3802|3802,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
803,1:1:150000,1:1:41000|1:4:10,3803|3803|3803|3803|3803|3803,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
804,1:1:150000,1:1:41000|1:4:10,3804|3804|3804|3804|3804|3804,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
805,1:1:150000,1:1:41000|1:4:10,3805|3805|3805|3805|3805|3805,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
806,1:1:150000,1:1:41000|1:4:10,3806|3806|3806|3806|3806|3806,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
807,1:1:150000,1:1:41000|1:4:10,3807|3807|3807|3807|3807|3807,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
808,1:1:150000,1:1:41000|1:4:10,3808|3808|3808|3808|3808|3808,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
809,1:1:150000,1:1:41000|1:4:10,3809|3809|3809|3809|3809|3809,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
810,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3810|3810|3810|3810|3810|3810,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
811,1:1:150000,1:1:41000|1:4:10,3811|3811|3811|3811|3811|3811,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
812,1:1:150000,1:1:41000|1:4:10,3812|3812|3812|3812|3812|3812,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
813,1:1:150000,1:1:41000|1:4:10,3813|3813|3813|3813|3813|3813,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
814,1:1:150000,1:1:41000|1:4:10,3814|3814|3814|3814|3814|3814,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
815,1:1:150000,1:1:41000|1:4:10,3815|3815|3815|3815|3815|3815,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
816,1:1:150000,1:1:41000|1:4:10,3816|3816|3816|3816|3816|3816,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
817,1:1:150000,1:1:41000|1:4:10,3817|3817|3817|3817|3817|3817,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
818,1:1:150000,1:1:41000|1:4:10,3818|3818|3818|3818|3818|3818,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
819,1:1:150000,1:1:41000|1:4:10,3819|3819|3819|3819|3819|3819,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
820,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3820|3820|3820|3820|3820|3820,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
821,1:1:150000,1:1:41000|1:4:10,3821|3821|3821|3821|3821|3821,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
822,1:1:150000,1:1:41000|1:4:10,3822|3822|3822|3822|3822|3822,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
823,1:1:150000,1:1:41000|1:4:10,3823|3823|3823|3823|3823|3823,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
824,1:1:150000,1:1:41000|1:4:10,3824|3824|3824|3824|3824|3824,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
825,1:1:150000,1:1:41000|1:4:10,3825|3825|3825|3825|3825|3825,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
826,1:1:150000,1:1:41000|1:4:10,3826|3826|3826|3826|3826|3826,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
827,1:1:150000,1:1:41000|1:4:10,3827|3827|3827|3827|3827|3827,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
828,1:1:150000,1:1:41000|1:4:10,3828|3828|3828|3828|3828|3828,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
829,1:1:150000,1:1:41000|1:4:10,3829|3829|3829|3829|3829|3829,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
830,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3830|3830|3830|3830|3830|3830,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
831,1:1:150000,1:1:41000|1:4:10,3831|3831|3831|3831|3831|3831,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
832,1:1:150000,1:1:41000|1:4:10,3832|3832|3832|3832|3832|3832,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
833,1:1:150000,1:1:41000|1:4:10,3833|3833|3833|3833|3833|3833,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
834,1:1:150000,1:1:41000|1:4:10,3834|3834|3834|3834|3834|3834,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
835,1:1:150000,1:1:41000|1:4:10,3835|3835|3835|3835|3835|3835,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
836,1:1:150000,1:1:41000|1:4:10,3836|3836|3836|3836|3836|3836,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
837,1:1:150000,1:1:41000|1:4:10,3837|3837|3837|3837|3837|3837,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
838,1:1:150000,1:1:41000|1:4:10,3838|3838|3838|3838|3838|3838,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
839,1:1:150000,1:1:41000|1:4:10,3839|3839|3839|3839|3839|3839,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
840,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3840|3840|3840|3840|3840|3840,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
841,1:1:150000,1:1:41000|1:4:10,3841|3841|3841|3841|3841|3841,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
842,1:1:150000,1:1:41000|1:4:10,3842|3842|3842|3842|3842|3842,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
843,1:1:150000,1:1:41000|1:4:10,3843|3843|3843|3843|3843|3843,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
844,1:1:150000,1:1:41000|1:4:10,3844|3844|3844|3844|3844|3844,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
845,1:1:150000,1:1:41000|1:4:10,3845|3845|3845|3845|3845|3845,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
846,1:1:150000,1:1:41000|1:4:10,3846|3846|3846|3846|3846|3846,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
847,1:1:150000,1:1:41000|1:4:10,3847|3847|3847|3847|3847|3847,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
848,1:1:150000,1:1:41000|1:4:10,3848|3848|3848|3848|3848|3848,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
849,1:1:150000,1:1:41000|1:4:10,3849|3849|3849|3849|3849|3849,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
850,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3850|3850|3850|3850|3850|3850,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
851,1:1:150000,1:1:41000|1:4:10,3851|3851|3851|3851|3851|3851,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
852,1:1:150000,1:1:41000|1:4:10,3852|3852|3852|3852|3852|3852,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
853,1:1:150000,1:1:41000|1:4:10,3853|3853|3853|3853|3853|3853,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
854,1:1:150000,1:1:41000|1:4:10,3854|3854|3854|3854|3854|3854,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
855,1:1:150000,1:1:41000|1:4:10,3855|3855|3855|3855|3855|3855,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
856,1:1:150000,1:1:41000|1:4:10,3856|3856|3856|3856|3856|3856,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
857,1:1:150000,1:1:41000|1:4:10,3857|3857|3857|3857|3857|3857,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
858,1:1:150000,1:1:41000|1:4:10,3858|3858|3858|3858|3858|3858,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
859,1:1:150000,1:1:41000|1:4:10,3859|3859|3859|3859|3859|3859,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
860,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3860|3860|3860|3860|3860|3860,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
861,1:1:150000,1:1:41000|1:4:10,3861|3861|3861|3861|3861|3861,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
862,1:1:150000,1:1:41000|1:4:10,3862|3862|3862|3862|3862|3862,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
863,1:1:150000,1:1:41000|1:4:10,3863|3863|3863|3863|3863|3863,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
864,1:1:150000,1:1:41000|1:4:10,3864|3864|3864|3864|3864|3864,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
865,1:1:150000,1:1:41000|1:4:10,3865|3865|3865|3865|3865|3865,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
866,1:1:150000,1:1:41000|1:4:10,3866|3866|3866|3866|3866|3866,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
867,1:1:150000,1:1:41000|1:4:10,3867|3867|3867|3867|3867|3867,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
868,1:1:150000,1:1:41000|1:4:10,3868|3868|3868|3868|3868|3868,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
869,1:1:150000,1:1:41000|1:4:10,3869|3869|3869|3869|3869|3869,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
870,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3870|3870|3870|3870|3870|3870,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
871,1:1:150000,1:1:41000|1:4:10,3871|3871|3871|3871|3871|3871,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
872,1:1:150000,1:1:41000|1:4:10,3872|3872|3872|3872|3872|3872,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
873,1:1:150000,1:1:41000|1:4:10,3873|3873|3873|3873|3873|3873,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
874,1:1:150000,1:1:41000|1:4:10,3874|3874|3874|3874|3874|3874,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
875,1:1:150000,1:1:41000|1:4:10,3875|3875|3875|3875|3875|3875,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
876,1:1:150000,1:1:41000|1:4:10,3876|3876|3876|3876|3876|3876,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
877,1:1:150000,1:1:41000|1:4:10,3877|3877|3877|3877|3877|3877,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
878,1:1:150000,1:1:41000|1:4:10,3878|3878|3878|3878|3878|3878,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
879,1:1:150000,1:1:41000|1:4:10,3879|3879|3879|3879|3879|3879,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
880,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3880|3880|3880|3880|3880|3880,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
881,1:1:150000,1:1:41000|1:4:10,3881|3881|3881|3881|3881|3881,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
882,1:1:150000,1:1:41000|1:4:10,3882|3882|3882|3882|3882|3882,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
883,1:1:150000,1:1:41000|1:4:10,3883|3883|3883|3883|3883|3883,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
884,1:1:150000,1:1:41000|1:4:10,3884|3884|3884|3884|3884|3884,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
885,1:1:150000,1:1:41000|1:4:10,3885|3885|3885|3885|3885|3885,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
886,1:1:150000,1:1:41000|1:4:10,3886|3886|3886|3886|3886|3886,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
887,1:1:150000,1:1:41000|1:4:10,3887|3887|3887|3887|3887|3887,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
888,1:1:150000,1:1:41000|1:4:10,3888|3888|3888|3888|3888|3888,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
889,1:1:150000,1:1:41000|1:4:10,3889|3889|3889|3889|3889|3889,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
890,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3890|3890|3890|3890|3890|3890,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
891,1:1:150000,1:1:41000|1:4:10,3891|3891|3891|3891|3891|3891,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
892,1:1:150000,1:1:41000|1:4:10,3892|3892|3892|3892|3892|3892,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
893,1:1:150000,1:1:41000|1:4:10,3893|3893|3893|3893|3893|3893,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
894,1:1:150000,1:1:41000|1:4:10,3894|3894|3894|3894|3894|3894,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
895,1:1:150000,1:1:41000|1:4:10,3895|3895|3895|3895|3895|3895,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
896,1:1:150000,1:1:41000|1:4:10,3896|3896|3896|3896|3896|3896,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
897,1:1:150000,1:1:41000|1:4:10,3897|3897|3897|3897|3897|3897,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
898,1:1:150000,1:1:41000|1:4:10,3898|3898|3898|3898|3898|3898,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
899,1:1:150000,1:1:41000|1:4:10,3899|3899|3899|3899|3899|3899,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
900,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3900|3900|3900|3900|3900|3900,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
901,1:1:150000,1:1:41000|1:4:10,3901|3901|3901|3901|3901|3901,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
902,1:1:150000,1:1:41000|1:4:10,3902|3902|3902|3902|3902|3902,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
903,1:1:150000,1:1:41000|1:4:10,3903|3903|3903|3903|3903|3903,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
904,1:1:150000,1:1:41000|1:4:10,3904|3904|3904|3904|3904|3904,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
905,1:1:150000,1:1:41000|1:4:10,3905|3905|3905|3905|3905|3905,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
906,1:1:150000,1:1:41000|1:4:10,3906|3906|3906|3906|3906|3906,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
907,1:1:150000,1:1:41000|1:4:10,3907|3907|3907|3907|3907|3907,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
908,1:1:150000,1:1:41000|1:4:10,3908|3908|3908|3908|3908|3908,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
909,1:1:150000,1:1:41000|1:4:10,3909|3909|3909|3909|3909|3909,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
910,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3910|3910|3910|3910|3910|3910,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
911,1:1:150000,1:1:41000|1:4:10,3911|3911|3911|3911|3911|3911,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
912,1:1:150000,1:1:41000|1:4:10,3912|3912|3912|3912|3912|3912,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
913,1:1:150000,1:1:41000|1:4:10,3913|3913|3913|3913|3913|3913,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
914,1:1:150000,1:1:41000|1:4:10,3914|3914|3914|3914|3914|3914,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
915,1:1:150000,1:1:41000|1:4:10,3915|3915|3915|3915|3915|3915,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
916,1:1:150000,1:1:41000|1:4:10,3916|3916|3916|3916|3916|3916,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
917,1:1:150000,1:1:41000|1:4:10,3917|3917|3917|3917|3917|3917,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
918,1:1:150000,1:1:41000|1:4:10,3918|3918|3918|3918|3918|3918,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
919,1:1:150000,1:1:41000|1:4:10,3919|3919|3919|3919|3919|3919,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
920,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3920|3920|3920|3920|3920|3920,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
921,1:1:150000,1:1:41000|1:4:10,3921|3921|3921|3921|3921|3921,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
922,1:1:150000,1:1:41000|1:4:10,3922|3922|3922|3922|3922|3922,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
923,1:1:150000,1:1:41000|1:4:10,3923|3923|3923|3923|3923|3923,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
924,1:1:150000,1:1:41000|1:4:10,3924|3924|3924|3924|3924|3924,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
925,1:1:150000,1:1:41000|1:4:10,3925|3925|3925|3925|3925|3925,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
926,1:1:150000,1:1:41000|1:4:10,3926|3926|3926|3926|3926|3926,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
927,1:1:150000,1:1:41000|1:4:10,3927|3927|3927|3927|3927|3927,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
928,1:1:150000,1:1:41000|1:4:10,3928|3928|3928|3928|3928|3928,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
929,1:1:150000,1:1:41000|1:4:10,3929|3929|3929|3929|3929|3929,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
930,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3930|3930|3930|3930|3930|3930,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
931,1:1:150000,1:1:41000|1:4:10,3931|3931|3931|3931|3931|3931,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
932,1:1:150000,1:1:41000|1:4:10,3932|3932|3932|3932|3932|3932,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
933,1:1:150000,1:1:41000|1:4:10,3933|3933|3933|3933|3933|3933,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
934,1:1:150000,1:1:41000|1:4:10,3934|3934|3934|3934|3934|3934,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
935,1:1:150000,1:1:41000|1:4:10,3935|3935|3935|3935|3935|3935,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
936,1:1:150000,1:1:41000|1:4:10,3936|3936|3936|3936|3936|3936,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
937,1:1:150000,1:1:41000|1:4:10,3937|3937|3937|3937|3937|3937,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
938,1:1:150000,1:1:41000|1:4:10,3938|3938|3938|3938|3938|3938,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
939,1:1:150000,1:1:41000|1:4:10,3939|3939|3939|3939|3939|3939,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
940,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3940|3940|3940|3940|3940|3940,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
941,1:1:150000,1:1:41000|1:4:10,3941|3941|3941|3941|3941|3941,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
942,1:1:150000,1:1:41000|1:4:10,3942|3942|3942|3942|3942|3942,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
943,1:1:150000,1:1:41000|1:4:10,3943|3943|3943|3943|3943|3943,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
944,1:1:150000,1:1:41000|1:4:10,3944|3944|3944|3944|3944|3944,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
945,1:1:150000,1:1:41000|1:4:10,3945|3945|3945|3945|3945|3945,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
946,1:1:150000,1:1:41000|1:4:10,3946|3946|3946|3946|3946|3946,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
947,1:1:150000,1:1:41000|1:4:10,3947|3947|3947|3947|3947|3947,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
948,1:1:150000,1:1:41000|1:4:10,3948|3948|3948|3948|3948|3948,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
949,1:1:150000,1:1:41000|1:4:10,3949|3949|3949|3949|3949|3949,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
950,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3950|3950|3950|3950|3950|3950,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
951,1:1:150000,1:1:41000|1:4:10,3951|3951|3951|3951|3951|3951,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
952,1:1:150000,1:1:41000|1:4:10,3952|3952|3952|3952|3952|3952,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
953,1:1:150000,1:1:41000|1:4:10,3953|3953|3953|3953|3953|3953,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
954,1:1:150000,1:1:41000|1:4:10,3954|3954|3954|3954|3954|3954,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
955,1:1:150000,1:1:41000|1:4:10,3955|3955|3955|3955|3955|3955,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
956,1:1:150000,1:1:41000|1:4:10,3956|3956|3956|3956|3956|3956,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
957,1:1:150000,1:1:41000|1:4:10,3957|3957|3957|3957|3957|3957,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
958,1:1:150000,1:1:41000|1:4:10,3958|3958|3958|3958|3958|3958,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
959,1:1:150000,1:1:41000|1:4:10,3959|3959|3959|3959|3959|3959,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
960,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3960|3960|3960|3960|3960|3960,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
961,1:1:150000,1:1:41000|1:4:10,3961|3961|3961|3961|3961|3961,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
962,1:1:150000,1:1:41000|1:4:10,3962|3962|3962|3962|3962|3962,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
963,1:1:150000,1:1:41000|1:4:10,3963|3963|3963|3963|3963|3963,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
